person_id,person_id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_birth_date
4848,4848,23,42000,MORTGAGE,1.0,PERSONAL,C,5750,13.57,0,0.14,N,3,2001-12-04
4849,4849,22,30000,RENT,2.0,DEBTCONSOLIDATION,D,5000,14.54,1,0.17,N,4,2002-12-04
4850,4850,23,36000,RENT,0.0,EDUCATION,B,5000,,0,0.14,N,3,2001-12-04
4851,4851,23,36000,RENT,,DEBTCONSOLIDATION,A,5000,6.17,0,0.14,N,2,2001-12-04
4852,4852,22,30000,RENT,6.0,MEDICAL,E,5000,17.43,1,0.17,N,2,2002-12-04
4853,4853,26,42000,MORTGAGE,4.0,MEDICAL,B,15000,11.26,0,0.36,N,4,1998-12-04
4854,4854,23,42000,OWN,7.0,PERSONAL,B,4400,11.89,0,0.1,N,4,2001-12-04
4855,4855,22,30000,RENT,4.0,VENTURE,D,5000,15.21,1,0.17,Y,3,2002-12-04
4856,4856,24,30000,RENT,1.0,HOMEIMPROVEMENT,D,5000,15.7,1,0.17,Y,4,2000-12-04
4857,4857,22,36000,RENT,,MEDICAL,C,5000,13.48,0,0.14,N,3,2002-12-04
4858,4858,23,36000,RENT,1.0,MEDICAL,C,5000,13.22,0,0.14,N,4,2001-12-04
4859,4859,23,36100,RENT,2.0,EDUCATION,A,5000,7.49,0,0.14,N,4,2001-12-04
4860,4860,22,42000,MORTGAGE,1.0,EDUCATION,A,13000,,0,0.31,N,4,2002-12-04
4861,4861,25,42000,OWN,9.0,HOMEIMPROVEMENT,A,8000,9.63,0,0.19,N,2,1999-12-04
4862,4862,26,36225,RENT,2.0,VENTURE,C,5000,12.84,0,0.14,N,4,1998-12-04
4863,4863,24,36396,RENT,8.0,DEBTCONSOLIDATION,A,5000,6.03,0,0.14,N,3,2000-12-04
4864,4864,26,36400,RENT,3.0,MEDICAL,A,5000,8.9,0,0.14,N,4,1998-12-04
4865,4865,25,36480,RENT,4.0,DEBTCONSOLIDATION,A,5000,6.54,0,0.14,N,2,1999-12-04
4866,4866,22,36996,RENT,3.0,VENTURE,B,5000,9.99,0,0.14,N,3,2002-12-04
4867,4867,23,42000,MORTGAGE,3.0,EDUCATION,C,5400,11.78,0,0.13,N,4,2001-12-04
4868,4868,24,42000,OWN,1.0,VENTURE,B,7500,10.51,0,0.18,N,3,2000-12-04
4869,4869,22,36996,RENT,0.0,MEDICAL,A,5000,5.42,0,0.14,N,2,2002-12-04
4870,4870,24,42000,MORTGAGE,2.0,PERSONAL,C,2000,11.28,0,0.05,N,2,2000-12-04
4871,4871,22,37000,RENT,4.0,PERSONAL,B,5000,10.65,0,0.14,N,4,2002-12-04
4872,4872,26,36000,MORTGAGE,10.0,HOMEIMPROVEMENT,C,5000,12.29,1,0.14,Y,3,1998-12-04
4873,4873,22,37500,RENT,4.0,PERSONAL,C,5000,11.03,0,0.13,Y,3,2002-12-04
4874,4874,26,42000,MORTGAGE,11.0,EDUCATION,D,15075,12.92,0,0.36,N,2,1998-12-04
4875,4875,23,31516,RENT,,DEBTCONSOLIDATION,B,5000,9.91,1,0.16,N,4,2001-12-04
4876,4876,23,42000,OWN,1.0,PERSONAL,B,5400,,0,0.13,N,2,2001-12-04
4877,4877,23,42048,MORTGAGE,7.0,EDUCATION,A,8500,7.74,0,0.2,N,3,2001-12-04
4878,4878,23,32000,RENT,,PERSONAL,B,5000,9.91,1,0.16,N,3,2001-12-04
4879,4879,24,38000,RENT,8.0,MEDICAL,C,5000,13.99,0,0.13,N,4,2000-12-04
4880,4880,23,32000,RENT,5.0,HOMEIMPROVEMENT,B,5000,,1,0.16,N,4,2001-12-04
4881,4881,22,38000,RENT,0.0,EDUCATION,A,5000,7.29,0,0.13,N,3,2002-12-04
4882,4882,21,38000,RENT,0.0,EDUCATION,C,5000,,0,0.13,Y,4,2003-12-04
4883,4883,23,42179,MORTGAGE,1.0,EDUCATION,A,10000,5.42,0,0.24,N,4,2001-12-04
4884,4884,23,38000,RENT,0.0,MEDICAL,B,5000,11.58,0,0.13,N,3,2001-12-04
4885,4885,25,32000,RENT,1.0,EDUCATION,D,5000,15.37,1,0.16,Y,3,1999-12-04
4886,4886,23,32000,RENT,2.0,VENTURE,E,5000,13.93,1,0.16,N,4,2001-12-04
4887,4887,23,38004,RENT,5.0,VENTURE,A,5000,6.91,0,0.13,N,2,2001-12-04
4888,4888,25,42240,OWN,10.0,HOMEIMPROVEMENT,A,8000,6.62,0,0.19,N,4,1999-12-04
4889,4889,23,42240,MORTGAGE,3.0,EDUCATION,C,5500,12.73,0,0.13,N,3,2001-12-04
4890,4890,24,42252,MORTGAGE,3.0,PERSONAL,C,8000,12.84,0,0.19,N,2,2000-12-04
4891,4891,26,32352,RENT,0.0,VENTURE,D,5000,14.84,1,0.15,N,4,1998-12-04
4892,4892,21,38400,RENT,5.0,PERSONAL,B,5000,10.59,0,0.13,N,4,2003-12-04
4893,4893,25,42348,MORTGAGE,9.0,DEBTCONSOLIDATION,A,8000,,0,0.19,N,2,1999-12-04
4894,4894,24,38400,RENT,3.0,MEDICAL,B,5000,10.99,0,0.13,N,2,2000-12-04
4895,4895,24,38400,RENT,3.0,DEBTCONSOLIDATION,B,5000,11.14,0,0.13,N,3,2000-12-04
4896,4896,23,39000,RENT,6.0,EDUCATION,B,5000,12.69,0,0.13,N,3,2001-12-04
4897,4897,22,39000,RENT,4.0,MEDICAL,A,5000,6.99,0,0.13,N,2,2002-12-04
4898,4898,25,39000,RENT,9.0,MEDICAL,A,5000,7.49,0,0.13,N,4,1999-12-04
4899,4899,24,33000,RENT,1.0,MEDICAL,F,5000,21.36,1,0.15,N,2,2000-12-04
4900,4900,24,42500,MORTGAGE,5.0,PERSONAL,A,4800,7.51,0,0.11,N,2,2000-12-04
4901,4901,23,42500,MORTGAGE,7.0,EDUCATION,A,7500,8.49,0,0.18,N,3,2001-12-04
4902,4902,23,42500,MORTGAGE,2.0,EDUCATION,B,12600,,0,0.3,N,4,2001-12-04
4903,4903,25,42500,MORTGAGE,9.0,EDUCATION,A,2000,5.42,0,0.05,N,3,1999-12-04
4904,4904,24,42500,MORTGAGE,8.0,DEBTCONSOLIDATION,C,10000,13.8,0,0.24,N,2,2000-12-04
4905,4905,26,39516,RENT,0.0,MEDICAL,A,5000,7.74,0,0.13,N,3,1998-12-04
4906,4906,24,39862,RENT,8.0,MEDICAL,C,5000,14.22,0,0.13,N,4,2000-12-04
4907,4907,25,39996,RENT,3.0,MEDICAL,A,5000,6.92,0,0.13,N,3,1999-12-04
4908,4908,25,39996,RENT,2.0,DEBTCONSOLIDATION,C,5000,13.72,0,0.13,N,2,1999-12-04
4909,4909,21,33996,RENT,3.0,PERSONAL,B,5000,9.25,1,0.15,N,3,2003-12-04
4910,4910,23,33996,RENT,0.0,PERSONAL,D,5000,14.84,1,0.15,Y,2,2001-12-04
4911,4911,24,33996,RENT,2.0,HOMEIMPROVEMENT,D,5000,14.96,1,0.15,N,2,2000-12-04
4912,4912,25,39996,RENT,0.0,VENTURE,C,5000,12.87,0,0.13,Y,2,1999-12-04
4913,4913,25,39996,RENT,1.0,DEBTCONSOLIDATION,B,5000,11.89,0,0.13,N,4,1999-12-04
4914,4914,23,39996,RENT,6.0,PERSONAL,B,5000,10.2,0,0.13,N,2,2001-12-04
4915,4915,24,33996,RENT,2.0,VENTURE,D,5000,12.92,1,0.15,N,4,2000-12-04
4916,4916,21,42500,OTHER,0.0,EDUCATION,D,7000,14.61,0,0.16,Y,2,2003-12-04
4917,4917,23,40000,RENT,0.0,EDUCATION,B,5000,12.42,0,0.13,N,4,2001-12-04
4918,4918,26,40000,RENT,11.0,EDUCATION,B,5000,9.91,0,0.13,N,3,1998-12-04
4919,4919,22,40000,RENT,,EDUCATION,A,5000,8.9,0,0.13,N,2,2002-12-04
4920,4920,24,40000,RENT,5.0,DEBTCONSOLIDATION,B,5000,12.42,0,0.13,N,3,2000-12-04
4921,4921,25,42504,MORTGAGE,9.0,MEDICAL,A,10000,7.29,0,0.24,N,2,1999-12-04
4922,4922,21,40000,RENT,4.0,VENTURE,A,5000,5.79,0,0.13,N,2,2003-12-04
4923,4923,21,36588,MORTGAGE,5.0,DEBTCONSOLIDATION,D,1000,14.61,1,0.03,N,2,2003-12-04
4924,4924,22,34000,RENT,6.0,PERSONAL,B,5000,,1,0.15,N,4,2002-12-04
4925,4925,24,40000,RENT,6.0,MEDICAL,A,5000,6.17,0,0.13,N,3,2000-12-04
4926,4926,21,40000,RENT,3.0,VENTURE,B,5000,9.25,0,0.13,N,4,2003-12-04
4927,4927,24,34000,RENT,2.0,EDUCATION,C,5000,12.23,1,0.15,N,2,2000-12-04
4928,4928,25,42642,OWN,8.0,EDUCATION,F,10000,15.76,0,0.23,Y,3,1999-12-04
4929,4929,22,40000,RENT,,EDUCATION,A,5000,6.17,0,0.13,N,2,2002-12-04
4930,4930,23,40000,RENT,2.0,MEDICAL,C,5000,,0,0.13,N,3,2001-12-04
4931,4931,23,42806,MORTGAGE,7.0,EDUCATION,A,1000,7.51,0,0.02,N,2,2001-12-04
4932,4932,22,34000,RENT,4.0,DEBTCONSOLIDATION,C,5000,12.73,1,0.15,Y,3,2002-12-04
4933,4933,25,40000,RENT,0.0,DEBTCONSOLIDATION,B,5000,11.36,0,0.13,N,4,1999-12-04
4934,4934,26,40000,RENT,0.0,PERSONAL,C,5000,13.11,0,0.13,Y,3,1998-12-04
4935,4935,21,34000,RENT,2.0,PERSONAL,D,5000,14.59,1,0.15,N,4,2003-12-04
4936,4936,26,40000,RENT,1.0,MEDICAL,C,5000,14.26,0,0.13,Y,2,1998-12-04
4937,4937,22,42900,OWN,7.0,EDUCATION,B,2000,10.74,0,0.05,N,4,2002-12-04
4938,4938,23,42900,OWN,6.0,MEDICAL,A,1000,6.76,0,0.02,N,3,2001-12-04
4939,4939,26,40000,RENT,3.0,DEBTCONSOLIDATION,B,5000,9.45,0,0.13,N,3,1998-12-04
4940,4940,22,40000,RENT,6.0,MEDICAL,A,5000,7.43,0,0.13,N,4,2002-12-04
4941,4941,25,42996,MORTGAGE,4.0,HOMEIMPROVEMENT,A,12000,6.17,0,0.28,N,4,1999-12-04
4942,4942,22,34500,RENT,2.0,MEDICAL,D,5000,16.89,1,0.14,N,3,2002-12-04
4943,4943,23,42996,MORTGAGE,2.0,VENTURE,D,8500,,0,0.2,Y,4,2001-12-04
4944,4944,25,34800,RENT,2.0,PERSONAL,D,5000,16.02,1,0.14,Y,3,1999-12-04
4945,4945,22,34800,RENT,0.0,MEDICAL,D,5000,15.21,1,0.14,Y,2,2002-12-04
4946,4946,23,40992,RENT,7.0,EDUCATION,B,5000,10.99,0,0.12,N,2,2001-12-04
4947,4947,22,35000,RENT,4.0,EDUCATION,C,5000,15.96,1,0.14,N,4,2002-12-04
4948,4948,25,41000,RENT,9.0,MEDICAL,B,5000,11.71,0,0.12,N,2,1999-12-04
4949,4949,25,42996,OWN,1.0,VENTURE,D,7200,14.11,0,0.17,N,4,1999-12-04
4950,4950,21,35000,RENT,6.0,PERSONAL,C,5000,14.79,1,0.14,N,2,2003-12-04
4951,4951,23,41000,RENT,2.0,EDUCATION,A,5000,7.51,0,0.12,N,2,2001-12-04
4952,4952,22,41000,RENT,6.0,VENTURE,A,5000,,0,0.12,N,2,2002-12-04
4953,4953,23,41017,RENT,6.0,DEBTCONSOLIDATION,A,5000,,0,0.12,N,2,2001-12-04
4954,4954,25,35280,RENT,0.0,HOMEIMPROVEMENT,D,5000,14.96,1,0.14,N,3,1999-12-04
4955,4955,22,42000,RENT,0.0,EDUCATION,A,5000,8.9,0,0.12,N,4,2002-12-04
4956,4956,24,43000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,9500,6.62,0,0.22,N,2,2000-12-04
4957,4957,23,43000,MORTGAGE,7.0,VENTURE,A,15600,,0,0.36,N,4,2001-12-04
4958,4958,24,42000,RENT,7.0,VENTURE,B,5000,10.99,0,0.12,N,4,2000-12-04
4959,4959,26,42000,RENT,6.0,DEBTCONSOLIDATION,A,5000,7.29,0,0.12,N,4,1998-12-04
4960,4960,22,36000,RENT,1.0,EDUCATION,C,5000,12.68,1,0.14,N,4,2002-12-04
4961,4961,21,43000,MORTGAGE,5.0,PERSONAL,A,7000,6.62,0,0.16,N,4,2003-12-04
4962,4962,22,43000,MORTGAGE,4.0,PERSONAL,C,6600,14.27,0,0.15,Y,2,2002-12-04
4963,4963,22,43000,MORTGAGE,3.0,VENTURE,A,2600,,0,0.06,N,4,2002-12-04
4964,4964,22,43000,MORTGAGE,6.0,EDUCATION,B,9000,11.71,0,0.21,N,4,2002-12-04
4965,4965,24,42000,RENT,8.0,MEDICAL,A,5000,5.42,0,0.12,N,2,2000-12-04
4966,4966,22,43000,OWN,2.0,VENTURE,B,22800,12.69,0,0.53,N,2,2002-12-04
4967,4967,24,43000,MORTGAGE,6.0,MEDICAL,B,6000,10.65,0,0.14,N,3,2000-12-04
4968,4968,22,36000,RENT,5.0,MEDICAL,D,5000,16.32,1,0.14,N,4,2002-12-04
4969,4969,24,43000,MORTGAGE,7.0,MEDICAL,C,6000,13.49,0,0.14,Y,3,2000-12-04
4970,4970,26,43000,MORTGAGE,6.0,MEDICAL,B,15000,11.99,0,0.35,N,2,1998-12-04
4971,4971,25,42000,RENT,3.0,MEDICAL,A,5000,7.51,0,0.12,N,3,1999-12-04
4972,4972,24,36000,RENT,2.0,DEBTCONSOLIDATION,D,5000,14.59,1,0.14,N,2,2000-12-04
4973,4973,22,42000,RENT,2.0,MEDICAL,C,5000,12.87,0,0.12,N,4,2002-12-04
4974,4974,24,43000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,2500,13.49,0,0.06,Y,4,2000-12-04
4975,4975,23,36000,RENT,0.0,VENTURE,C,5000,13.22,1,0.14,N,4,2001-12-04
4976,4976,23,43000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,7200,10.59,0,0.17,N,3,2001-12-04
4977,4977,21,42000,RENT,5.0,EDUCATION,A,5000,9.32,0,0.12,N,4,2003-12-04
4978,4978,24,37000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,10000,,1,0.27,N,2,2000-12-04
4979,4979,26,43000,MORTGAGE,9.0,PERSONAL,A,8800,5.42,0,0.2,N,3,1998-12-04
4980,4980,26,42000,RENT,2.0,VENTURE,C,5000,11.91,0,0.12,Y,4,1998-12-04
4981,4981,23,43000,MORTGAGE,3.0,VENTURE,D,3600,15.62,0,0.08,N,3,2001-12-04
4982,4982,22,43000,OWN,5.0,VENTURE,B,3500,11.49,0,0.08,N,3,2002-12-04
4983,4983,24,36100,RENT,4.0,DEBTCONSOLIDATION,D,5000,12.92,1,0.14,Y,3,2000-12-04
4984,4984,25,42288,RENT,2.0,EDUCATION,B,5000,10.99,0,0.12,N,2,1999-12-04
4985,4985,22,42500,RENT,2.0,DEBTCONSOLIDATION,B,5000,12.42,0,0.12,N,4,2002-12-04
4986,4986,22,42500,RENT,0.0,DEBTCONSOLIDATION,C,5000,12.98,0,0.12,Y,4,2002-12-04
4987,4987,24,42996,RENT,5.0,MEDICAL,A,5000,7.14,0,0.12,N,4,2000-12-04
4988,4988,25,42996,RENT,6.0,DEBTCONSOLIDATION,B,5000,10.38,0,0.12,N,2,1999-12-04
4989,4989,22,43000,MORTGAGE,0.0,PERSONAL,B,6650,10.37,0,0.15,N,3,2002-12-04
4990,4990,25,43000,RENT,6.0,PERSONAL,A,5000,7.51,0,0.12,N,3,1999-12-04
4991,4991,24,37000,RENT,3.0,MEDICAL,E,5000,16.45,1,0.14,N,3,2000-12-04
4992,4992,22,43000,OWN,6.0,EDUCATION,A,7750,7.66,0,0.18,N,2,2002-12-04
4993,4993,22,43200,RENT,6.0,EDUCATION,B,5000,12.69,0,0.12,N,2,2002-12-04
4994,4994,24,43000,MORTGAGE,1.0,MEDICAL,A,7000,6.92,0,0.16,N,3,2000-12-04
4995,4995,24,43200,RENT,3.0,EDUCATION,C,5000,14.17,0,0.12,Y,4,2000-12-04
4996,4996,23,43200,RENT,7.0,MEDICAL,C,5000,12.87,0,0.12,Y,3,2001-12-04
4997,4997,26,43680,RENT,5.0,MEDICAL,B,5000,10.65,0,0.11,N,4,1998-12-04
4998,4998,22,37900,RENT,2.0,MEDICAL,B,5000,12.18,1,0.13,N,2,2002-12-04
4999,4999,22,43000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,4000,7.88,0,0.09,N,4,2002-12-04
5000,5000,26,44000,RENT,4.0,MEDICAL,A,5000,8.9,0,0.11,N,3,1998-12-04
5001,5001,22,44004,RENT,2.0,EDUCATION,A,5000,8.9,0,0.11,N,3,2002-12-04
5002,5002,24,38500,RENT,0.0,MEDICAL,D,5000,14.84,1,0.13,N,2,2000-12-04
5003,5003,22,43000,MORTGAGE,0.0,EDUCATION,A,5000,7.14,0,0.12,N,2,2002-12-04
5004,5004,24,37000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,6250,7.14,1,0.17,N,4,2000-12-04
5005,5005,22,45000,RENT,3.0,VENTURE,B,5000,12.42,0,0.11,N,2,2002-12-04
5006,5006,22,43000,MORTGAGE,3.0,EDUCATION,A,2000,,0,0.05,N,3,2002-12-04
5007,5007,22,45000,RENT,3.0,MEDICAL,B,5000,9.91,0,0.11,N,3,2002-12-04
5008,5008,25,43000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,10000,7.88,0,0.23,N,3,1999-12-04
5009,5009,25,45000,RENT,2.0,MEDICAL,C,5000,,0,0.11,N,4,1999-12-04
5010,5010,25,43000,OWN,5.0,VENTURE,A,8000,7.14,0,0.19,N,4,1999-12-04
5011,5011,22,43000,MORTGAGE,5.0,MEDICAL,B,7000,10.62,0,0.16,N,4,2002-12-04
5012,5012,24,43000,MORTGAGE,3.0,PERSONAL,A,11500,7.88,0,0.27,N,2,2000-12-04
5013,5013,24,43000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,9250,13.11,0,0.22,N,2,2000-12-04
5014,5014,24,39000,RENT,1.0,DEBTCONSOLIDATION,E,5000,16.77,1,0.13,Y,3,2000-12-04
5015,5015,25,45000,RENT,0.0,PERSONAL,B,5000,10.74,0,0.11,N,4,1999-12-04
5016,5016,22,45000,RENT,3.0,PERSONAL,B,5000,11.11,0,0.11,N,3,2002-12-04
5017,5017,23,43000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,9800,8.59,0,0.23,N,2,2001-12-04
5018,5018,22,39000,RENT,2.0,MEDICAL,C,5000,12.23,1,0.13,Y,3,2002-12-04
5019,5019,24,45000,RENT,0.0,MEDICAL,A,5000,7.88,0,0.11,N,3,2000-12-04
5020,5020,22,45000,RENT,6.0,EDUCATION,B,5000,11.36,0,0.11,N,4,2002-12-04
5021,5021,22,43000,OWN,7.0,PERSONAL,A,6000,7.74,0,0.14,N,4,2002-12-04
5022,5022,23,45000,RENT,3.0,DEBTCONSOLIDATION,A,5000,9.32,0,0.11,N,4,2001-12-04
5023,5023,23,39000,RENT,3.0,DEBTCONSOLIDATION,D,5000,15.37,1,0.13,Y,4,2001-12-04
5024,5024,24,45000,RENT,0.0,MEDICAL,C,5000,13.79,0,0.11,Y,2,2000-12-04
5025,5025,25,45000,RENT,0.0,DEBTCONSOLIDATION,B,5000,11.89,0,0.11,N,3,1999-12-04
5026,5026,23,45000,RENT,0.0,EDUCATION,A,5000,7.75,0,0.11,N,3,2001-12-04
5027,5027,25,45600,RENT,6.0,DEBTCONSOLIDATION,C,5000,,0,0.11,N,2,1999-12-04
5028,5028,23,39600,RENT,4.0,MEDICAL,D,5000,14.84,1,0.13,Y,2,2001-12-04
5029,5029,23,45600,RENT,4.0,VENTURE,C,5000,14.22,0,0.11,N,4,2001-12-04
5030,5030,23,45984,RENT,7.0,VENTURE,A,5000,7.14,0,0.11,N,4,2001-12-04
5031,5031,24,39996,RENT,0.0,VENTURE,D,5000,14.11,1,0.13,Y,3,2000-12-04
5032,5032,26,40000,RENT,0.0,PERSONAL,D,5000,15.99,1,0.13,Y,2,1998-12-04
5033,5033,22,46000,RENT,4.0,EDUCATION,A,5000,7.88,0,0.11,N,2,2002-12-04
5034,5034,23,43000,MORTGAGE,1.0,PERSONAL,A,9000,9.63,0,0.21,N,2,2001-12-04
5035,5035,24,37000,MORTGAGE,0.0,MEDICAL,C,8500,12.53,1,0.23,Y,2,2000-12-04
5036,5036,22,43000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8500,12.09,0,0.2,Y,4,2002-12-04
5037,5037,22,46500,RENT,4.0,VENTURE,B,5000,10.37,0,0.11,N,4,2002-12-04
5038,5038,25,46800,RENT,9.0,MEDICAL,A,5000,6.76,0,0.11,N,3,1999-12-04
5039,5039,21,46800,RENT,2.0,PERSONAL,A,5000,9.32,0,0.11,N,3,2003-12-04
5040,5040,21,43008,MORTGAGE,0.0,VENTURE,D,11200,15.31,0,0.26,N,3,2003-12-04
5041,5041,24,46809,RENT,4.0,DEBTCONSOLIDATION,B,5000,12.18,0,0.11,N,4,2000-12-04
5042,5042,25,47000,RENT,0.0,MEDICAL,B,5000,12.42,0,0.11,N,4,1999-12-04
5043,5043,23,47000,RENT,0.0,VENTURE,A,5000,8.9,0,0.11,N,2,2001-12-04
5044,5044,23,47000,RENT,4.0,EDUCATION,B,5000,9.99,0,0.11,N,3,2001-12-04
5045,5045,26,47000,RENT,1.0,EDUCATION,A,5000,7.14,0,0.11,N,4,1998-12-04
5046,5046,26,43200,OWN,1.0,EDUCATION,C,17000,13.49,0,0.39,Y,2,1998-12-04
5047,5047,22,43200,MORTGAGE,1.0,PERSONAL,D,8400,16.77,0,0.19,N,4,2002-12-04
5048,5048,23,43200,MORTGAGE,5.0,VENTURE,B,10000,12.69,0,0.23,N,3,2001-12-04
5049,5049,23,47184,RENT,0.0,DEBTCONSOLIDATION,B,5000,10.25,0,0.11,N,2,2001-12-04
5050,5050,23,47233,RENT,7.0,MEDICAL,B,5000,11.36,0,0.11,N,3,2001-12-04
5051,5051,24,43200,MORTGAGE,4.0,VENTURE,A,6350,7.49,0,0.15,N,4,2000-12-04
5052,5052,25,41496,RENT,7.0,EDUCATION,B,5000,10.83,1,0.12,N,3,1999-12-04
5053,5053,25,43200,MORTGAGE,6.0,EDUCATION,C,3600,14.79,0,0.08,Y,2,1999-12-04
5054,5054,26,43200,MORTGAGE,11.0,VENTURE,C,6000,12.87,0,0.14,N,3,1998-12-04
5055,5055,26,42000,RENT,3.0,PERSONAL,C,5000,13.99,1,0.12,N,3,1998-12-04
5056,5056,22,48000,RENT,7.0,VENTURE,A,5000,6.99,0,0.1,N,2,2002-12-04
5057,5057,23,37200,MORTGAGE,7.0,HOMEIMPROVEMENT,B,7000,10.59,1,0.19,N,2,2001-12-04
5058,5058,22,43200,MORTGAGE,,VENTURE,A,7975,7.49,0,0.18,N,2,2002-12-04
5059,5059,21,42000,RENT,2.0,PERSONAL,D,5000,,1,0.12,N,4,2003-12-04
5060,5060,23,37200,MORTGAGE,7.0,DEBTCONSOLIDATION,A,4000,7.66,1,0.11,N,2,2001-12-04
5061,5061,23,48000,RENT,5.0,DEBTCONSOLIDATION,B,5000,9.25,0,0.1,N,2,2001-12-04
5062,5062,24,48000,RENT,8.0,DEBTCONSOLIDATION,B,5000,9.99,0,0.1,N,4,2000-12-04
5063,5063,23,48000,RENT,2.0,DEBTCONSOLIDATION,A,5000,6.17,0,0.1,N,4,2001-12-04
5064,5064,22,48000,RENT,7.0,PERSONAL,B,5000,11.12,0,0.1,N,2,2002-12-04
5065,5065,24,48000,RENT,6.0,EDUCATION,C,5000,13.11,0,0.1,Y,4,2000-12-04
5066,5066,23,42000,RENT,0.0,DEBTCONSOLIDATION,C,5000,,1,0.12,Y,2,2001-12-04
5067,5067,21,37200,MORTGAGE,3.0,MEDICAL,A,16800,6.17,1,0.45,N,2,2003-12-04
5068,5068,22,43200,MORTGAGE,7.0,PERSONAL,A,11000,5.42,0,0.25,N,2,2002-12-04
5069,5069,24,43200,MORTGAGE,3.0,HOMEIMPROVEMENT,C,16000,,0,0.37,Y,2,2000-12-04
5070,5070,22,48000,RENT,6.0,VENTURE,B,5000,,0,0.1,N,2,2002-12-04
5071,5071,23,43200,OWN,6.0,VENTURE,E,13000,15.95,0,0.3,N,2,2001-12-04
5072,5072,23,43200,OWN,6.0,EDUCATION,C,2000,14.35,0,0.05,N,4,2001-12-04
5073,5073,24,37200,MORTGAGE,2.0,MEDICAL,A,8000,7.88,1,0.22,N,4,2000-12-04
5074,5074,24,48000,RENT,3.0,EDUCATION,B,5000,11.89,0,0.1,N,2,2000-12-04
5075,5075,22,43200,MORTGAGE,6.0,VENTURE,A,6000,7.51,0,0.14,N,3,2002-12-04
5076,5076,26,37200,MORTGAGE,10.0,DEBTCONSOLIDATION,C,16000,13.11,1,0.43,N,2,1998-12-04
5077,5077,22,48000,RENT,2.0,DEBTCONSOLIDATION,B,5000,11.89,0,0.1,N,4,2002-12-04
5078,5078,25,48000,RENT,3.0,PERSONAL,A,5000,9.63,0,0.1,N,3,1999-12-04
5079,5079,23,48000,RENT,7.0,VENTURE,B,5000,8.7,0,0.1,N,3,2001-12-04
5080,5080,22,48048,RENT,2.0,MEDICAL,B,5000,11.36,0,0.1,N,4,2002-12-04
5081,5081,26,43200,MORTGAGE,10.0,HOMEIMPROVEMENT,B,2500,9.88,0,0.06,N,4,1998-12-04
5082,5082,24,48200,RENT,3.0,MEDICAL,B,5000,10.38,0,0.1,N,2,2000-12-04
5083,5083,24,43200,MORTGAGE,0.0,HOMEIMPROVEMENT,C,10000,14.26,0,0.23,Y,4,2000-12-04
5084,5084,25,43200,OWN,9.0,VENTURE,B,13800,11.48,0,0.32,N,2,1999-12-04
5085,5085,22,43200,OWN,6.0,PERSONAL,A,10000,9.63,0,0.23,N,3,2002-12-04
5086,5086,22,43200,OWN,6.0,EDUCATION,A,6000,7.68,0,0.14,N,3,2002-12-04
5087,5087,26,48996,RENT,5.0,EDUCATION,A,5000,7.88,0,0.1,N,3,1998-12-04
5088,5088,24,48996,RENT,5.0,MEDICAL,C,5000,13.79,0,0.1,Y,4,2000-12-04
5089,5089,23,43236,OWN,1.0,VENTURE,C,18000,12.87,0,0.42,N,2,2001-12-04
5090,5090,24,49000,RENT,4.0,MEDICAL,B,5000,10.65,0,0.1,N,3,2000-12-04
5091,5091,22,49000,RENT,6.0,VENTURE,B,5000,11.86,0,0.1,N,2,2002-12-04
5092,5092,24,49296,RENT,8.0,EDUCATION,A,5000,7.88,0,0.1,N,4,2000-12-04
5093,5093,22,49560,RENT,5.0,EDUCATION,B,5000,10.36,0,0.1,N,4,2002-12-04
5094,5094,24,43300,MORTGAGE,2.0,DEBTCONSOLIDATION,B,24000,10.62,0,0.55,N,2,2000-12-04
5095,5095,23,44000,RENT,6.0,HOMEIMPROVEMENT,D,5000,16.77,1,0.11,N,2,2001-12-04
5096,5096,22,50000,RENT,6.0,DEBTCONSOLIDATION,A,5000,5.42,0,0.1,N,3,2002-12-04
5097,5097,24,44000,RENT,2.0,EDUCATION,C,5000,15.23,1,0.11,N,2,2000-12-04
5098,5098,23,50000,RENT,7.0,EDUCATION,B,5000,10.59,0,0.1,N,2,2001-12-04
5099,5099,24,50000,RENT,1.0,HOMEIMPROVEMENT,A,5000,7.49,0,0.1,N,2,2000-12-04
5100,5100,24,55000,RENT,6.0,DEBTCONSOLIDATION,C,9000,12.87,0,0.16,N,4,2000-12-04
5101,5101,25,43500,MORTGAGE,2.0,HOMEIMPROVEMENT,A,9000,9.63,0,0.21,N,4,1999-12-04
5102,5102,26,55000,RENT,10.0,EDUCATION,E,9000,16.7,0,0.16,N,3,1998-12-04
